      264      873     7873      109      122  -0.0994   1.0043    
      265      875     7909      109      122  -0.0613   1.0096    
      266      877     7946      109      123  -0.0267   1.0168    
      267      882     7983      109      123   0.0112   1.0242    
      268      887     8020      109      124   0.0470   1.0310    
      269      894     8057      109      124   0.0838   1.0367    
      270      902     8094      109      125   0.1203   1.0411    
      271      912     8133      109      125   0.1588   1.0535    
      272      922     8171      109      125   0.1942   1.0630    
      273      934     8210      109      126   0.2302   1.0699    
      274      947     8248      109      126   0.2657   1.0745    
      275      961     8287      109      126   0.3002   1.0804    
      276      976     8326      109      127   0.3303   1.0863    
      277      992     8365      108      127   0.3608   1.0916    
      278     1009     8404      108      128   0.3882   1.0961    
      279     1026     8444      108      128   0.4140   1.1025    
      280     1044     8484      108      128   0.4391   1.1095    
      281     1063     8524      108      128   0.4641   1.1160    
      282     1083     8564      108      129   0.4895   1.1215    
      283     1104     8604      108      129   0.5123   1.1259    
      284     1125     8645      107      129   0.5373   1.1321    
      285     1147     8686      107      130   0.5578   1.1388    
      286     1169     8727      107      130   0.5766   1.1451    
      287     1192     8768      107      130   0.5954   1.1534    
      288     1216     8810      106      130   0.6123   1.1590    
      289     1239     8852      106      131   0.6261   1.1654    
      290     1263     8893      106      131   0.6398   1.1687    
      291     1288     8935      106      131   0.6550   1.1728    
      292     1313     8978      105      132   0.6694   1.1799    
      293     1339     9020      105      132   0.6849   1.1881    
      294     1365     9064      105      132   0.6962   1.1989    
      295     1391     9107      104      132   0.7070   1.2072    
      296     1417     9151      104      133   0.7164   1.2131    
      297     1444     9195      104      133   0.7269   1.2230    
      298     1471     9239      104      133   0.7370   1.2312    
      299     1498     9284      103      134   0.7458   1.2375    
      300     1526     9329      103      134   0.7559   1.2450    
      301     1554     9374      103      134   0.7656   1.2555    
      302     1582     9419      102      134   0.7742   1.2605    
      303     1610     9464      102      135   0.7780   1.2649    
      304     1640     9511      102      135   0.7910   1.2775    
      305     1669     9557      101      135   0.7986   1.2844    
      306     1698     9603      101      135   0.8054   1.2903    
      307     1727     9650      100      136   0.8110   1.2981    
      308     1756     9696      100      136   0.8153   1.3060    
      309     1786     9744       99      136   0.8215   1.3133    
      310     1816     9791       99      136   0.8280   1.3193    
      311     1845     9839       98      136   0.8310   1.3271    
      312     1875     9887       98      137   0.8348   1.3350    
      313     1905     9934       98      137   0.8354   1.3391    
      314     1935     9983       97      137   0.8404   1.3466    
      315     1965    10031       96      137   0.8442   1.3554    
      316     1996    10080       96      138   0.8500   1.3638    
      317     2026    10130       96      138   0.8533   1.3712    
      318     2057    10179       95      138   0.8547   1.3772    
      319     2087    10229       95      138   0.8581   1.3848    
      320     2118    10279       94      138   0.8621   1.3925    
      321     2149    10329       94      139   0.8661   1.3994    
      322     2180    10379       93      139   0.8696   1.4052    
      323     2211    10429       92      139   0.8726   1.4096    
      324     2243    10479       92      139   0.8748   1.4128    
      325     2274    10530       91      139   0.8764   1.4211    
      326     2305    10582       90      139   0.8805   1.4283    
      327     2336    10633       90      140   0.8796   1.4372    
      328     2368    10685       90      140   0.8818   1.4460    
      329     2399    10738       89      140   0.8827   1.4570    
      330     2431    10791       88      140   0.8888   1.4680    
      331     2462    10843       88      140   0.8880   1.4718    
      332     2494    10896       87      140   0.8896   1.4801    
      333     2526    10951       86      141   0.8983   1.4932    
      334     2558    11005       86      141   0.9011   1.5045    
      335     2591    11059       85      141   0.9033   1.5137    
      336     2623    11114       84      141   0.9048   1.5237    
      337     2655    11170       84      141   0.9089   1.5360    
      338     2688    11225       83      141   0.9109   1.5454    
      339     2720    11281       82      142   0.9116   1.5552    
      340     2752    11337       82      142   0.9144   1.5610    
      341     2785    11393       81      142   0.9151   1.5670    
      342     2818    11449       80      142   0.9176   1.5755    
      343     2850    11507       79      142   0.9178   1.5875    
      344     2882    11564       79      142   0.9136   1.5943    
      345     2914    11621       78      142   0.9104   1.6033    
      346     2945    11679       77      142   0.9051   1.6096    
      347     2977    11737       76      143   0.9021   1.6198    
      348     3008    11792       75      143   0.8978   1.6008    
      349     3040    11851       74      143   0.9023   1.6186    
      350     3073    11911       74      143   0.9113   1.6404    
      351     3107    11971       73      143   0.9190   1.6593    
      352     3140    12032       72      143   0.9281   1.6744    
      353     3174    12093       72      143   0.9371   1.6857    
      354     3209    12153       71      143   0.9450   1.6937    
      355     3242    12214       70      144   0.9484   1.7018    
      356     3276    12274       69      144   0.9489   1.7001    
      357     3309    12335       68      144   0.9445   1.7082    
      358     3342    12397       67      144   0.9410   1.7178    
      359     3374    12459       66      144   0.9352   1.7275    
      360     3407    12522       65      144   0.9348   1.7391    
      361     3440    12585       64      144   0.9345   1.7505    
      362     3473    12648       63      144   0.9344   1.7637    
      363     3506    12713       62      144   0.9343   1.7765    
      364     3539    12777       62      144   0.9343   1.7877    
      365     3572    12842       61      144   0.9343   1.7998    
      366     3605    12907       60      144   0.9373   1.8142    
      367     3639    12972       59      145   0.9388   1.8222    
      368     3672    13038       58      145   0.9391   1.8319    
      369     3705    13104       57      145   0.9419   1.8414    
      370     3739    13172       56      145   0.9457   1.8589    
      371     3773    13239       55      145   0.9467   1.8731    
      372     3806    13307       54      145   0.9459   1.8869    
      373     3839    13376       53      145   0.9443   1.8989    
      374     3872    13444       52      145   0.9422   1.9087    
      375     3905    13513       50      145   0.9403   1.9161    
      376     3938    13581       49      145   0.9385   1.9245    
      377     3971    13651       48      145   0.9370   1.9354    
      378     4004    13721       47      145   0.9359   1.9467    
      379     4038    13791       46      145   0.9381   1.9570    
      380     4071    13862       45      145   0.9390   1.9687    
      381     4104    13933       44      145   0.9390   1.9829    
      382     4137    14005       43      145   0.9355   1.9971    
      383     4169    14078       42      145   0.9303   2.0097    
      384     4201    14150       40      145   0.9217   2.0231    
      385     4232    14224       39      146   0.9121   2.0355    
      386     4263    14297       38      146   0.9028   2.0491    
      387     4293    14372       37      146   0.8887   2.0619    
      388     4322    14446       36      146   0.8734   2.0758    
      389     4349    14520       35      146   0.8499   2.0769    
      390     4375    14595       34      146   0.8211   2.0916    
      391     4400    14671       32      146   0.7924   2.1065    
      392     4423    14747       31      146   0.7547   2.1200    
      393     4444    14825       30      146   0.7098   2.1373    
      394     4460    14902       29      146   0.6503   2.1518    
      395     4473    14981       28      146   0.5798   2.1693    
      396     4481    15059       26      146   0.4892   2.1836    
      397     4483    15138       25      146   0.3785   2.1975    
      398     4477    15218       24      146   0.2439   2.2128    
      399     4464    15298       23      146   0.0826   2.2242    
      400     4438    15379       22      146  -0.1193   2.2442    
      401     4400    15461       20      146  -0.3623   2.2611    
      402     4347    15543       19      146  -0.6515   2.2773    
      403     4275    15626       18      146  -1.0001   2.2944    
      404     4182    15710       17      146  -1.4092   2.3194    
      405     4070    15795       16      146  -1.8608   2.3370    
      406     3935    15880       15      146  -2.3523   2.3547    
      407     3781    15965       14      146  -2.8595   2.3674    
      408     3610    16050       13      146  -3.3578   2.3820    
      409     3426    16137       12      146  -3.8249   2.3991    
      410     3235    16223       11      146  -4.2269   2.4128    
      411     3041    16311       10      146  -4.5454   2.4292    
      412     2850    16399        9      146  -4.7665   2.4453    
      413     2666    16488        8      146  -4.8805   2.4626    
      414     2491    16577        8      146  -4.8994   2.4757    
      415     2326    16666        7      146  -4.8373   2.4910    
      416     2175    16757        7      146  -4.6989   2.5090    
      417     2036    16847        6      146  -4.5040   2.5236    
      418     1910    16939        5      146  -4.2672   2.5407    
      419     1797    17031        5      146  -4.0013   2.5605    
      420     1696    17124        4      146  -3.7138   2.5767    
      421     1604    17218        4      146  -3.4295   2.5951    
      422     1524    17310        3      146  -3.1380   2.6007    
      423     1450    17404        3      146  -2.8738   2.6165    
      424     1382    17499        3      146  -2.6322   2.6335    
      425     1319    17594        2      146  -2.4205   2.6524    
      426     1261    17691        2      146  -2.2213   2.6733    
      427     1212    17788        2      146  -2.0143   2.6932    
      428     1171    17886        1      146  -1.7976   2.7135    
      429     1139    17985        1      146  -1.5743   2.7378    
      430     1083    18085        1      146  -1.5777   2.7588    
      431      986    18186        0      146  -1.8690   2.7817    
      432      861    18286        0      146  -2.2947   2.7972    
      433      705    18388        0      146  -2.8280   2.8219    
      434      530    18491        0      146  -3.3629   2.8463    
      435      347    18595        0      146  -3.8231   2.8709    
      436      213    18700        0      146  -3.8175   2.8960    
      437      117    18807        0      146  -3.5415   2.9279    
      438       58    18914        0      146  -3.0636   2.9571    
      439       27    19022        0      146  -2.5179   2.9817    
      440       13    19131        0      146  -1.9825   3.0041    
      441       10    19240        0      146  -1.4983   3.0258    
      442       13    19351        0      146  -1.1017   3.0538    : splashdown
      443       23    19461        0      146  -0.7523   3.0735    
      444       36    19573        0      146  -0.4676   3.0953    
      445       49    19685        0      146  -0.2537   3.1160    
      446       62    19798        0      146  -0.1004   3.1369    
      447       73    19911        0      146   0.0015   3.1556    
      448       81    20026        0      146   0.0631   3.1772    
      449       88    20141        0      146   0.0947   3.1951    
      450       93    20256        0      146   0.1058   3.2150    
      451       96    20373        0      146   0.1009   3.2369    
      452       98    20491        0      146   0.0902   3.2668    
      453       99    20610        0      146   0.0775   3.2920    
      454      100    20730        0      146   0.0648   3.3178    
      455      101    20851        0      146   0.0537   3.3473    
      456      102    20972        0      146   0.0445   3.3667    
      457      102    21095        0      146   0.0345   3.3903    
      458      102    21218        0      146   0.0281   3.4168    
      459      103    21342        0      146   0.0244   3.4422    
      460      103    21466        0      146   0.0197   3.4612    
      461      103    21590        0      146   0.0148   3.4744    
      462      103    21714        0      146   0.0105   3.4799    
      463      103    21837        0      146   0.0068   3.4833    
      464      103    21961        0      146   0.0040   3.4883    
      465      102    22085        0      146   0.0020   3.4906    
      466      102    22208        0      146   0.0006   3.4941    
      467      102    22332        0      146  -0.0003   3.4949    
      468      102    22456        0      146  -0.0008   3.5002    
      469      102    22581        0      146  -0.0009   3.5074    
      470      102    22706        0      146  -0.0010   3.5150    
      471      102    22830        0      146  -0.0009   3.5159    
      472      102    22954        0      146  -0.0007   3.5190    
      473      102    23078        0      146  -0.0005   3.5169    : last booster
      474        -    23202        -      146        -   3.5120    
      475        -    23325        -      147        -   3.5030    
      476        -    23448        -      147        -   3.5018    
      477        -    23572        -      147        -   3.5021    
      478        -    23696        -      147        -   3.5032    
      479        -    23820        -      147        -   3.5047    
      480        -    23943        -      147        -   3.5032    
      481        -    24067        -      147        -   3.5002    
      482        -    24190        -      147        -   3.4996    
      483        -    24314        -      147        -   3.5005    
      484        -    24438        -      147        -   3.5022    
      485        -    24561        -      147        -   3.4980    
      486        -    24685        -      147        -   3.5031    
      487        -    24810        -      147        -   3.5100    
      488        -    24933        -      147        -   3.5049    
      489        -    25034        -      147        -   3.3447    
      490        -    25112        -      148        -   3.0579    
      491        -    25174        -      148        -   2.7258    
      492        -    25225        -      148        -   2.4065    
      493        -    25271        -      148        -   2.1257    
      494        -    25314        -      148        -   1.8971    
      495        -    25357        -      148        -   1.7262    
      496        -    25401        -      148        -   1.6036    
      497        -    25446        -      148        -   1.5221    
      498        -    25494        -      148        -   1.4760    
      499        -    25543        -      148        -   1.4552    
      500        -    25594        -      148        -   1.4511    
      501        -    25646        -      149        -   1.4571    
      502        -    25699        -      149        -   1.4713    
      503        -    25753        -      149        -   1.4857    
      504        -    25808        -      149        -   1.5047    
      505        -    25864        -      149        -   1.5243    
      506        -    25920        -      149        -   1.5361    
      507        -    25975        -      149        -   1.5452    
      508        -    26031        -      149        -   1.5517    
      509        -    26087        -      149        -   1.5591    
      510        -    26143        -      150        -   1.5662    
      511        -    26198        -      150        -   1.5693    
      512        -    26255        -      150        -   1.5759    
      513        -    26311        -      150        -   1.5808    
      514        -    26367        -      150        -   1.5841    
      515        -    26424        -      150        -   1.5892    
      516        -    26480        -      150        -   1.5887    
      517        -    26520        -      150        -   1.4697    
      518        -    26540        -      150        -   1.2466    
      519        -    26548        -      151        -   0.9846    
      520        -    26546        -      151        -   0.7252    
      521        -    26540        -      151        -   0.4983    
      522        -    26532        -      151        -   0.3143    
      523        -    26523        -      151        -   0.1717    
      524        -    26515        -      151        -   0.0713    
      525        -    26508        -      152        -   0.0028    
      526        -    26503        -      152        -  -0.0368    
      527        -    26499        -      152        -  -0.0557    
      528        -    26495        -      152        -  -0.0636    
      529        -    26494        -      152        -  -0.0614    
      530        -    26492        -      152        -  -0.0565    
      531        -    26491        -      152        -  -0.0477    
      532        -    26491        -      152        -  -0.0405    
      533        -    26490        -      152        -  -0.0320    
      534        -    26490        -      152        -  -0.0268    
      535        -    26490        -      153        -  -0.0209    
      536        -    26490        -      153        -  -0.0183    
      537        -    26489        -      153        -  -0.0148    
      538        -    26489        -      153        -  -0.0112    
      539        -    26489        -      153        -  -0.0110    
      540        -    26489        -      153        -  -0.0097    
      541        -    26488        -      153        -  -0.0109    
      542        -    26488        -      154        -  -0.0105    
      543        -    26487        -      154        -  -0.0121    
      544        -    26487        -      154        -  -0.0118    
      545        -    26486        -      154        -  -0.0134    
      546        -    26486        -      154        -  -0.0128    
      547        -    26485        -      154        -  -0.0142    
      548        -    26485        -      154        -  -0.0134    
      549        -    26484        -      154        -  -0.0146    
      550        -    26484        -      154        -  -0.0137    
